,model_name,vector_name,dataset,embed_model,fm,prec,rec,fold,ds_size
45,RF,OnlyEmb,D-Y(V2),MultiKE,0.9696883852691216,0.9615168539325842,0.978,5,15K
48,RF,SimAndEmb,D-Y(V2),MultiKE,0.9957951070336392,0.9992328346758726,0.9923809523809524,5,15K
0,MLP,OnlyEmb,EN-DE(V1),BootEA,0.9002298370246553,0.9968764460897732,0.8206666666666667,1,15K
3,MLP,SimAndEmb,EN-DE(V1),BootEA,0.9388476493460588,0.9992475545522951,0.8853333333333333,1,15K
45,RF,OnlyEmb,EN-DE(V1),BootEA,0.803095834281812,0.9977375565610859,0.672,1,15K
48,RF,SimAndEmb,EN-DE(V1),BootEA,0.9375600384245918,0.9992456083629702,0.8830476190476191,1,15K
0,MLP,OnlyEmb,EN-DE(V1),RDGCN,0.9401226288561028,0.9457401696222052,0.9345714285714286,1,15K
3,MLP,SimAndEmb,EN-DE(V1),RDGCN,0.961205236811706,0.9716815881666018,0.950952380952381,1,15K
45,RF,OnlyEmb,EN-DE(V1),RDGCN,0.9581283164495901,0.970772238514174,0.9458095238095238,1,15K
48,RF,SimAndEmb,EN-DE(V1),RDGCN,0.9679251750648842,0.996169740953533,0.9412380952380952,1,15K
0,MLP,OnlyEmb,EN-DE(V1),MultiKE,0.9566090991723676,0.9610689224262232,0.952190476190476,1,15K
3,MLP,SimAndEmb,EN-DE(V1),MultiKE,0.9782482598607888,0.9932273262661956,0.9637142857142856,1,15K
45,RF,OnlyEmb,EN-DE(V1),MultiKE,0.9468013468013468,0.9564625850340136,0.9373333333333334,1,15K
48,RF,SimAndEmb,EN-DE(V1),MultiKE,0.9751200349192491,0.9934776163652534,0.9574285714285714,1,15K
0,MLP,OnlyEmb,EN-DE(V1),BootEA,0.9094581995234642,0.9969339086986144,0.8360952380952381,2,15K
3,MLP,SimAndEmb,EN-DE(V1),BootEA,0.9420231504781076,0.9988260405549626,0.8913333333333333,2,15K
45,RF,OnlyEmb,EN-DE(V1),BootEA,0.8293551438268513,0.9973236986484678,0.7098095238095238,2,15K
48,RF,SimAndEmb,EN-DE(V1),BootEA,0.9283419187025044,0.9993411661359394,0.8667619047619047,2,15K
0,MLP,OnlyEmb,EN-DE(V1),RDGCN,0.9320868048827746,0.9484424290220821,0.9162857142857144,2,15K
3,MLP,SimAndEmb,EN-DE(V1),RDGCN,0.9587473944447138,0.9763056570243854,0.9418095238095238,2,15K
45,RF,OnlyEmb,EN-DE(V1),RDGCN,0.9505912369363624,0.9803663596801944,0.9225714285714286,2,15K
48,RF,SimAndEmb,EN-DE(V1),RDGCN,0.9645159702741276,0.9979631327019044,0.9332380952380952,2,15K
0,MLP,OnlyEmb,EN-DE(V1),MultiKE,0.9597714829802428,0.9595430747263208,0.96,2,15K
3,MLP,SimAndEmb,EN-DE(V1),MultiKE,0.9828961276064188,0.9917587744812876,0.9741904761904762,2,15K
45,RF,OnlyEmb,EN-DE(V1),MultiKE,0.9515342701462576,0.9550949913644214,0.948,2,15K
48,RF,SimAndEmb,EN-DE(V1),MultiKE,0.9774589170585098,0.995359857833942,0.960190476190476,2,15K
0,MLP,OnlyEmb,EN-DE(V1),BootEA,0.8875733389714044,0.9972680840954984,0.7996190476190477,3,15K
3,MLP,SimAndEmb,EN-DE(V1),BootEA,0.9418458285081316,0.9991453904497384,0.8907619047619048,3,15K
45,RF,OnlyEmb,EN-DE(V1),BootEA,0.7915206526110186,0.9973939481685248,0.6560952380952381,3,15K
48,RF,SimAndEmb,EN-DE(V1),BootEA,0.9318828792191948,0.999345835150458,0.8729523809523809,3,15K
0,MLP,OnlyEmb,EN-DE(V1),RDGCN,0.9424494876951068,0.9476217985750048,0.9373333333333334,3,15K
3,MLP,SimAndEmb,EN-DE(V1),RDGCN,0.9591178311744596,0.9700009739943508,0.9484761904761904,3,15K
45,RF,OnlyEmb,EN-DE(V1),RDGCN,0.956108443668461,0.9741081134499456,0.9387619047619048,3,15K
48,RF,SimAndEmb,EN-DE(V1),RDGCN,0.967587152369761,0.9956670697299476,0.9410476190476189,3,15K
0,MLP,OnlyEmb,EN-DE(V1),MultiKE,0.9561281001685528,0.9670725767169996,0.9454285714285714,3,15K
3,MLP,SimAndEmb,EN-DE(V1),MultiKE,0.9769219604238232,0.9928213196971188,0.9615238095238096,3,15K
45,RF,OnlyEmb,EN-DE(V1),MultiKE,0.9516028259720286,0.96051227321238,0.9428571428571428,3,15K
48,RF,SimAndEmb,EN-DE(V1),MultiKE,0.9749138725799408,0.9937679295677121,0.9567619047619048,3,15K
0,MLP,OnlyEmb,EN-DE(V1),BootEA,0.8610103416535817,0.997741247333417,0.7572380952380953,4,15K
3,MLP,SimAndEmb,EN-DE(V1),BootEA,0.9327914655829312,0.9995645073489384,0.8743809523809524,4,15K
45,RF,OnlyEmb,EN-DE(V1),BootEA,0.7498513850909523,0.9976273331224296,0.6006666666666667,4,15K
48,RF,SimAndEmb,EN-DE(V1),BootEA,0.9251394361152332,0.9996682516863872,0.8609523809523809,4,15K
0,MLP,OnlyEmb,EN-DE(V1),RDGCN,0.9380931733872908,0.9492054206883104,0.9272380952380952,4,15K
3,MLP,SimAndEmb,EN-DE(V1),RDGCN,0.9571969329321556,0.975855927171977,0.9392380952380952,4,15K
45,RF,OnlyEmb,EN-DE(V1),RDGCN,0.9560165178142708,0.964071276389696,0.948095238095238,4,15K
48,RF,SimAndEmb,EN-DE(V1),RDGCN,0.9679474612821016,0.9970718901453958,0.9404761904761904,4,15K
0,MLP,OnlyEmb,EN-DE(V1),MultiKE,0.9556080397165856,0.9674050941739044,0.944095238095238,4,15K
3,MLP,SimAndEmb,EN-DE(V1),MultiKE,0.9777670372160464,0.9926398429833171,0.9633333333333334,4,15K
45,RF,OnlyEmb,EN-DE(V1),MultiKE,0.950514077063515,0.9590847391894513,0.942095238095238,4,15K
48,RF,SimAndEmb,EN-DE(V1),MultiKE,0.9760186037498184,0.993294546888867,0.9593333333333334,4,15K
0,MLP,OnlyEmb,EN-DE(V1),BootEA,0.8948583420776497,0.9962616822429906,0.8121904761904762,5,15K
3,MLP,SimAndEmb,EN-DE(V1),BootEA,0.927247664267116,0.9993397160779136,0.8648571428571429,5,15K
45,RF,OnlyEmb,EN-DE(V1),BootEA,0.8173639226270806,0.9978034047226798,0.6921904761904762,5,15K
48,RF,SimAndEmb,EN-DE(V1),BootEA,0.9323170731707316,0.9993464052287582,0.8737142857142857,5,15K
0,MLP,OnlyEmb,EN-DE(V1),RDGCN,0.9336673250156556,0.94463397992007,0.9229523809523811,5,15K
3,MLP,SimAndEmb,EN-DE(V1),RDGCN,0.95931021119938,0.9761435331230284,0.9430476190476189,5,15K
45,RF,OnlyEmb,EN-DE(V1),RDGCN,0.9551554189235348,0.9793855698989292,0.932095238095238,5,15K
48,RF,SimAndEmb,EN-DE(V1),RDGCN,0.9642716535433072,0.9976578411405296,0.9330476190476189,5,15K
0,MLP,OnlyEmb,EN-DE(V1),MultiKE,0.9545585274662066,0.9609148812970468,0.9482857142857144,5,15K
3,MLP,SimAndEmb,EN-DE(V1),MultiKE,0.9768632565328697,0.9910810545917867,0.9630476190476189,5,15K
45,RF,OnlyEmb,EN-DE(V1),MultiKE,0.9474750397916364,0.9598358252711816,0.9354285714285714,5,15K
48,RF,SimAndEmb,EN-DE(V1),MultiKE,0.9753493788819876,0.9942619707162644,0.9571428571428572,5,15K
0,MLP,OnlyEmb,EN-DE(V2),BootEA,0.9374148973725352,0.9962482581198412,0.8851428571428571,1,15K
3,MLP,SimAndEmb,EN-DE(V2),BootEA,0.9691560829696464,0.998888102698878,0.9411428571428572,1,15K
45,RF,OnlyEmb,EN-DE(V2),BootEA,0.8671223292610731,0.9969063234748174,0.7672380952380953,1,15K
48,RF,SimAndEmb,EN-DE(V2),BootEA,0.950826219359992,0.9991606337215404,0.9069523809523811,1,15K
0,MLP,OnlyEmb,EN-DE(V2),RDGCN,0.9305777907145976,0.9483832690596262,0.9134285714285716,1,15K
3,MLP,SimAndEmb,EN-DE(V2),RDGCN,0.9603434967194134,0.9731130230739148,0.947904761904762,1,15K
45,RF,OnlyEmb,EN-DE(V2),RDGCN,0.9554856543704128,0.9563060484640336,0.9546666666666668,1,15K
48,RF,SimAndEmb,EN-DE(V2),RDGCN,0.966684657278838,0.9969638700536384,0.9381904761904762,1,15K
0,MLP,OnlyEmb,EN-DE(V2),MultiKE,0.9626315037844528,0.9623108403921196,0.962952380952381,1,15K
3,MLP,SimAndEmb,EN-DE(V2),MultiKE,0.982062350119904,0.9891787439613526,0.9750476190476189,1,15K
45,RF,OnlyEmb,EN-DE(V2),MultiKE,0.9605257025679266,0.9404946609473396,0.9814285714285714,1,15K
48,RF,SimAndEmb,EN-DE(V2),MultiKE,0.9821600771456124,0.99462890625,0.97,1,15K
0,MLP,OnlyEmb,EN-DE(V2),BootEA,0.946348286542112,0.99516705190166,0.902095238095238,2,15K
3,MLP,SimAndEmb,EN-DE(V2),BootEA,0.9657783459533876,0.9982720065053872,0.9353333333333332,2,15K
45,RF,OnlyEmb,EN-DE(V2),BootEA,0.8795661189982452,0.9956663055254604,0.7877142857142857,2,15K
48,RF,SimAndEmb,EN-DE(V2),BootEA,0.9518823236100722,0.998953427524856,0.909047619047619,2,15K
0,MLP,OnlyEmb,EN-DE(V2),RDGCN,0.933430162188332,0.9492860659773512,0.918095238095238,2,15K
3,MLP,SimAndEmb,EN-DE(V2),RDGCN,0.9558069819166424,0.9707326654881164,0.9413333333333334,2,15K
45,RF,OnlyEmb,EN-DE(V2),RDGCN,0.9560476672938678,0.9688080571037451,0.9436190476190476,2,15K
48,RF,SimAndEmb,EN-DE(V2),RDGCN,0.9615782983970408,0.997237851662404,0.9283809523809524,2,15K
0,MLP,OnlyEmb,EN-DE(V2),MultiKE,0.9608949230327948,0.9646765214052602,0.9571428571428572,2,15K
3,MLP,SimAndEmb,EN-DE(V2),MultiKE,0.979955671195914,0.9917105519797152,0.9684761904761904,2,15K
45,RF,OnlyEmb,EN-DE(V2),MultiKE,0.9570871261378414,0.934010152284264,0.9813333333333332,2,15K
48,RF,SimAndEmb,EN-DE(V2),MultiKE,0.980163135286452,0.9936392993443586,0.9670476190476189,2,15K
0,MLP,OnlyEmb,EN-DE(V2),BootEA,0.9517617866004964,0.993678756476684,0.9132380952380952,3,15K
3,MLP,SimAndEmb,EN-DE(V2),BootEA,0.9735878533417957,0.9987979565260944,0.9496190476190476,3,15K
45,RF,OnlyEmb,EN-DE(V2),BootEA,0.8630794970046952,0.9958898991157056,0.7615238095238095,3,15K
48,RF,SimAndEmb,EN-DE(V2),BootEA,0.939864796690546,0.9992490881785024,0.8871428571428571,3,15K
0,MLP,OnlyEmb,EN-DE(V2),RDGCN,0.9399731079523628,0.9479852770244092,0.932095238095238,3,15K
3,MLP,SimAndEmb,EN-DE(V2),RDGCN,0.9565553942912434,0.9720747295968536,0.9415238095238097,3,15K
45,RF,OnlyEmb,EN-DE(V2),RDGCN,0.9593017740252348,0.9555849555849556,0.9630476190476189,3,15K
48,RF,SimAndEmb,EN-DE(V2),RDGCN,0.964469998525726,0.9963448065793482,0.9345714285714286,3,15K
0,MLP,OnlyEmb,EN-DE(V2),MultiKE,0.9649966978016794,0.9560665544961676,0.974095238095238,3,15K
3,MLP,SimAndEmb,EN-DE(V2),MultiKE,0.9820422198872863,0.984958804368653,0.9791428571428572,3,15K
45,RF,OnlyEmb,EN-DE(V2),MultiKE,0.9579348128888476,0.9345895995651388,0.9824761904761904,3,15K
48,RF,SimAndEmb,EN-DE(V2),MultiKE,0.9813282001924928,0.9918287937743192,0.9710476190476189,3,15K
0,MLP,OnlyEmb,EN-DE(V2),BootEA,0.9355490453581171,0.9960206496020648,0.882,4,15K
3,MLP,SimAndEmb,EN-DE(V2),BootEA,0.9634597366734059,0.9989774005522036,0.9303809523809524,4,15K
45,RF,OnlyEmb,EN-DE(V2),BootEA,0.8678717452119645,0.9972799208704252,0.7681904761904762,4,15K
48,RF,SimAndEmb,EN-DE(V2),BootEA,0.9569529855187464,0.9983443708609272,0.9188571428571428,4,15K
0,MLP,OnlyEmb,EN-DE(V2),RDGCN,0.9303118908382066,0.9525948103792417,0.909047619047619,4,15K
3,MLP,SimAndEmb,EN-DE(V2),RDGCN,0.961529178935174,0.9748458451600274,0.9485714285714286,4,15K
45,RF,OnlyEmb,EN-DE(V2),RDGCN,0.9555125725338492,0.9705304518664049,0.9409523809523811,4,15K
48,RF,SimAndEmb,EN-DE(V2),RDGCN,0.9626232741617358,0.9980572597137014,0.9296190476190476,4,15K
0,MLP,OnlyEmb,EN-DE(V2),MultiKE,0.9561707035755478,0.9650756693830036,0.9474285714285714,4,15K
3,MLP,SimAndEmb,EN-DE(V2),MultiKE,0.9811847360569752,0.9916350549557436,0.9709523809523808,4,15K
45,RF,OnlyEmb,EN-DE(V2),MultiKE,0.9588542638551968,0.939740307242136,0.9787619047619048,4,15K
48,RF,SimAndEmb,EN-DE(V2),MultiKE,0.9793183242539651,0.9916040222591038,0.9673333333333334,4,15K
0,MLP,OnlyEmb,EN-DE(V2),BootEA,0.9580536912751678,0.9941622285948382,0.9244761904761905,5,15K
3,MLP,SimAndEmb,EN-DE(V2),BootEA,0.9677482695989396,0.9985817039813596,0.9387619047619048,5,15K
45,RF,OnlyEmb,EN-DE(V2),BootEA,0.8961358989146962,0.9968505773941444,0.8139047619047619,5,15K
48,RF,SimAndEmb,EN-DE(V2),BootEA,0.9494050594940504,0.9992633129867396,0.9042857142857142,5,15K
0,MLP,OnlyEmb,EN-DE(V2),RDGCN,0.9351941278732858,0.9485697492163009,0.9221904761904762,5,15K
3,MLP,SimAndEmb,EN-DE(V2),RDGCN,0.9550909794812232,0.9708776072412436,0.9398095238095238,5,15K
45,RF,OnlyEmb,EN-DE(V2),RDGCN,0.9549159089838412,0.9448121562412604,0.9652380952380952,5,15K
48,RF,SimAndEmb,EN-DE(V2),RDGCN,0.9670362013146278,0.9970665587699776,0.9387619047619048,5,15K
0,MLP,OnlyEmb,EN-DE(V2),MultiKE,0.9599579007797924,0.9644333365375372,0.9555238095238096,5,15K
3,MLP,SimAndEmb,EN-DE(V2),MultiKE,0.9807257870704158,0.9900048520135856,0.9716190476190476,5,15K
45,RF,OnlyEmb,EN-DE(V2),MultiKE,0.95754805000933,0.9384601316752011,0.9774285714285714,5,15K
48,RF,SimAndEmb,EN-DE(V2),MultiKE,0.9798048120591362,0.994312610315748,0.9657142857142856,5,15K
0,MLP,OnlyEmb,EN-FR(V1),BootEA,0.7471990464839096,0.998248407643312,0.597047619047619,1,15K
3,MLP,SimAndEmb,EN-FR(V1),BootEA,0.8772036167096026,0.9339571904915565,0.826952380952381,1,15K
45,RF,OnlyEmb,EN-FR(V1),BootEA,0.6401811711420252,0.9983854692230072,0.4711428571428571,1,15K
48,RF,SimAndEmb,EN-FR(V1),BootEA,0.8925071134998419,0.9989384288747346,0.8065714285714286,1,15K
0,MLP,OnlyEmb,EN-FR(V1),RDGCN,0.9214847925371684,0.9405871850823249,0.9031428571428572,1,15K
3,MLP,SimAndEmb,EN-FR(V1),RDGCN,0.93349609375,0.957815631262525,0.9103809523809524,1,15K
45,RF,OnlyEmb,EN-FR(V1),RDGCN,0.9417270085217476,0.9753086419753086,0.9103809523809524,1,15K
48,RF,SimAndEmb,EN-FR(V1),RDGCN,0.95525494276795,0.9956616052060736,0.9179999999999999,1,15K
0,MLP,OnlyEmb,EN-FR(V1),MultiKE,0.9492785522132552,0.9757667169431876,0.9241904761904762,1,15K
3,MLP,SimAndEmb,EN-FR(V1),MultiKE,0.9700873468989409,0.9946962874011808,0.9466666666666668,1,15K
45,RF,OnlyEmb,EN-FR(V1),MultiKE,0.9475124621249144,0.9730977715318208,0.9232380952380952,1,15K
48,RF,SimAndEmb,EN-FR(V1),MultiKE,0.9690127077223852,0.9952811244979921,0.944095238095238,1,15K
0,MLP,OnlyEmb,EN-FR(V1),BootEA,0.8197788628837628,0.9980866475331421,0.6955238095238095,2,15K
3,MLP,SimAndEmb,EN-FR(V1),BootEA,0.9132882301296288,0.9976305991199368,0.8420952380952381,2,15K
45,RF,OnlyEmb,EN-FR(V1),BootEA,0.7366839004448721,0.9988588196935116,0.5835238095238096,2,15K
48,RF,SimAndEmb,EN-FR(V1),BootEA,0.9130974549968964,0.9993206521739132,0.8405714285714285,2,15K
0,MLP,OnlyEmb,EN-FR(V1),RDGCN,0.8844200690635791,0.9473455178416014,0.8293333333333334,2,15K
3,MLP,SimAndEmb,EN-FR(V1),RDGCN,0.9436124620792604,0.9543196649459432,0.9331428571428572,2,15K
45,RF,OnlyEmb,EN-FR(V1),RDGCN,0.9259408737766118,0.9844453979832654,0.8740000000000001,2,15K
48,RF,SimAndEmb,EN-FR(V1),RDGCN,0.9531203344281874,0.99812382739212,0.912,2,15K
0,MLP,OnlyEmb,EN-FR(V1),MultiKE,0.9515545914678236,0.9633967789165446,0.94,2,15K
3,MLP,SimAndEmb,EN-FR(V1),MultiKE,0.949901120632828,0.939374185136897,0.9606666666666668,2,15K
45,RF,OnlyEmb,EN-FR(V1),MultiKE,0.9373248783365286,0.9686071319719598,0.9079999999999999,2,15K
48,RF,SimAndEmb,EN-FR(V1),MultiKE,0.9676315274789752,0.9942725080385852,0.9423809523809524,2,15K
0,MLP,OnlyEmb,EN-FR(V1),BootEA,0.8124894133589294,0.9977811676605186,0.6852380952380952,3,15K
3,MLP,SimAndEmb,EN-FR(V1),BootEA,0.9063635419910724,0.9960073009354324,0.8315238095238096,3,15K
45,RF,OnlyEmb,EN-FR(V1),BootEA,0.6980980112756335,0.9987590852685694,0.5365714285714286,3,15K
48,RF,SimAndEmb,EN-FR(V1),BootEA,0.9031214114208164,0.9991914991914992,0.8239047619047619,3,15K
0,MLP,OnlyEmb,EN-FR(V1),RDGCN,0.908859270874167,0.9360113039967702,0.8832380952380953,3,15K
3,MLP,SimAndEmb,EN-FR(V1),RDGCN,0.934047046113048,0.9642096725134341,0.9057142857142856,3,15K
45,RF,OnlyEmb,EN-FR(V1),RDGCN,0.9349301397205588,0.9819706498951782,0.8921904761904762,3,15K
48,RF,SimAndEmb,EN-FR(V1),RDGCN,0.9524377516028032,0.9959463673214842,0.9125714285714286,3,15K
0,MLP,OnlyEmb,EN-FR(V1),MultiKE,0.9551161783807188,0.9650043744531932,0.9454285714285714,3,15K
3,MLP,SimAndEmb,EN-FR(V1),MultiKE,0.962189838519102,0.9959233591520588,0.9306666666666666,3,15K
45,RF,OnlyEmb,EN-FR(V1),MultiKE,0.9411361745853108,0.9677971218677668,0.915904761904762,3,15K
48,RF,SimAndEmb,EN-FR(V1),MultiKE,0.9673381576373948,0.9939710610932476,0.942095238095238,3,15K
0,MLP,OnlyEmb,EN-FR(V1),BootEA,0.8305245008064964,0.9982617997058432,0.7110476190476189,4,15K
3,MLP,SimAndEmb,EN-FR(V1),BootEA,0.9176664435404972,0.99887904943392,0.8486666666666667,4,15K
45,RF,OnlyEmb,EN-FR(V1),BootEA,0.7399904099736273,0.9982212160413972,0.5879047619047619,4,15K
48,RF,SimAndEmb,EN-FR(V1),BootEA,0.9088832355537094,0.999086862230339,0.8336190476190476,4,15K
0,MLP,OnlyEmb,EN-FR(V1),RDGCN,0.9098148516822616,0.9528773978315264,0.8704761904761905,4,15K
3,MLP,SimAndEmb,EN-FR(V1),RDGCN,0.943740595116742,0.9623799623799624,0.925809523809524,4,15K
45,RF,OnlyEmb,EN-FR(V1),RDGCN,0.9347326336831584,0.9833859095688748,0.8906666666666667,4,15K
48,RF,SimAndEmb,EN-FR(V1),RDGCN,0.9533081661037154,0.9962624584717608,0.913904761904762,4,15K
0,MLP,OnlyEmb,EN-FR(V1),MultiKE,0.9531461761858664,0.9690944881889764,0.9377142857142856,4,15K
3,MLP,SimAndEmb,EN-FR(V1),MultiKE,0.9708520179372196,0.99430910543131,0.9484761904761904,4,15K
45,RF,OnlyEmb,EN-FR(V1),MultiKE,0.9410084695686428,0.974204730831974,0.91,4,15K
48,RF,SimAndEmb,EN-FR(V1),MultiKE,0.9659291168983748,0.9937550362610796,0.9396190476190476,4,15K
0,MLP,OnlyEmb,EN-FR(V1),BootEA,0.8191716242002468,0.9972670128450396,0.6950476190476189,5,15K
3,MLP,SimAndEmb,EN-FR(V1),BootEA,0.9016008760494344,0.9963120894318312,0.8233333333333334,5,15K
45,RF,OnlyEmb,EN-FR(V1),BootEA,0.7276467029643074,0.9973466003316751,0.5727619047619048,5,15K
48,RF,SimAndEmb,EN-FR(V1),BootEA,0.8986479404674562,0.9990678163598228,0.8165714285714286,5,15K
0,MLP,OnlyEmb,EN-FR(V1),RDGCN,0.9101315982584022,0.9357207524393923,0.8859047619047619,5,15K
3,MLP,SimAndEmb,EN-FR(V1),RDGCN,0.9304839349464498,0.9705213074058752,0.8936190476190476,5,15K
45,RF,OnlyEmb,EN-FR(V1),RDGCN,0.9361808044603744,0.9807050479766376,0.8955238095238095,5,15K
48,RF,SimAndEmb,EN-FR(V1),RDGCN,0.9510419782630372,0.9979075120318058,0.9083809523809524,5,15K
0,MLP,OnlyEmb,EN-FR(V1),MultiKE,0.9507035512587344,0.9555512795843756,0.945904761904762,5,15K
3,MLP,SimAndEmb,EN-FR(V1),MultiKE,0.9716367168528413,0.9913776015857284,0.9526666666666668,5,15K
45,RF,OnlyEmb,EN-FR(V1),MultiKE,0.9445123441701296,0.9703666499246608,0.92,5,15K
48,RF,SimAndEmb,EN-FR(V1),MultiKE,0.9650370225077232,0.9946426766400486,0.9371428571428572,5,15K
0,MLP,OnlyEmb,EN-FR(V2),BootEA,0.9211524659079258,0.9975571840994892,0.8556190476190476,1,15K
3,MLP,SimAndEmb,EN-FR(V2),BootEA,0.9400433664464728,0.9989283035044476,0.8877142857142857,1,15K
45,RF,OnlyEmb,EN-FR(V2),BootEA,0.8333425766735069,0.9976098791661134,0.7155238095238096,1,15K
48,RF,SimAndEmb,EN-FR(V2),BootEA,0.936107735925476,0.9992434068309556,0.8804761904761905,1,15K
0,MLP,OnlyEmb,EN-FR(V2),RDGCN,0.9299815229018767,0.9500298032982316,0.9107619047619048,1,15K
3,MLP,SimAndEmb,EN-FR(V2),RDGCN,0.9322946175637392,0.924438202247191,0.9402857142857144,1,15K
45,RF,OnlyEmb,EN-FR(V2),RDGCN,0.948681432009036,0.979316637939775,0.919904761904762,1,15K
48,RF,SimAndEmb,EN-FR(V2),RDGCN,0.9752146287044672,0.9936740140357814,0.9574285714285714,1,15K
0,MLP,OnlyEmb,EN-FR(V2),MultiKE,0.9779781680113906,0.9747398297067172,0.9812380952380952,1,15K
3,MLP,SimAndEmb,EN-FR(V2),MultiKE,0.9587239263803682,0.9890632911392404,0.9301904761904762,1,15K
45,RF,OnlyEmb,EN-FR(V2),MultiKE,0.9779439606209768,0.9720549491908168,0.9839047619047621,1,15K
48,RF,SimAndEmb,EN-FR(V2),MultiKE,0.9872788139646104,0.9915465898174832,0.9830476190476192,1,15K
0,MLP,OnlyEmb,EN-FR(V2),BootEA,0.9528118939883644,0.9968785766309436,0.9124761904761904,2,15K
3,MLP,SimAndEmb,EN-FR(V2),BootEA,0.9046385897960112,0.8649118234731995,0.948190476190476,2,15K
45,RF,OnlyEmb,EN-FR(V2),BootEA,0.9014716626656925,0.9971138305241284,0.8225714285714286,2,15K
48,RF,SimAndEmb,EN-FR(V2),BootEA,0.9534235668789808,0.9983326385994165,0.9123809523809524,2,15K
0,MLP,OnlyEmb,EN-FR(V2),RDGCN,0.923695566888976,0.9520824909017388,0.8969523809523811,2,15K
3,MLP,SimAndEmb,EN-FR(V2),RDGCN,0.9471725826193391,0.9746095717884132,0.9212380952380952,2,15K
45,RF,OnlyEmb,EN-FR(V2),RDGCN,0.948089721469066,0.9827286663260092,0.915809523809524,2,15K
48,RF,SimAndEmb,EN-FR(V2),RDGCN,0.976439154724314,0.9965294992563212,0.9571428571428572,2,15K
0,MLP,OnlyEmb,EN-FR(V2),MultiKE,0.981270203460734,0.97959377372817,0.9829523809523808,2,15K
3,MLP,SimAndEmb,EN-FR(V2),MultiKE,0.977728177010044,0.9966366604016224,0.9595238095238096,2,15K
45,RF,OnlyEmb,EN-FR(V2),MultiKE,0.9779865262358856,0.9743807903195312,0.9816190476190476,2,15K
48,RF,SimAndEmb,EN-FR(V2),MultiKE,0.9847998081994724,0.9916948334138096,0.978,2,15K
0,MLP,OnlyEmb,EN-FR(V2),BootEA,0.9297764227642276,0.9966230936819171,0.8713333333333333,3,15K
3,MLP,SimAndEmb,EN-FR(V2),BootEA,0.9563364226594636,0.9970032034721504,0.9188571428571428,3,15K
45,RF,OnlyEmb,EN-FR(V2),BootEA,0.8551229062432022,0.9967038539553752,0.7487619047619047,3,15K
48,RF,SimAndEmb,EN-FR(V2),BootEA,0.937231298366294,0.9993528206234494,0.8823809523809524,3,15K
0,MLP,OnlyEmb,EN-FR(V2),RDGCN,0.9216525634644104,0.9653806047966632,0.8817142857142857,3,15K
3,MLP,SimAndEmb,EN-FR(V2),RDGCN,0.9461988304093568,0.9688622754491018,0.9245714285714286,3,15K
45,RF,OnlyEmb,EN-FR(V2),RDGCN,0.9434111987303476,0.9842698954775948,0.9058095238095238,3,15K
48,RF,SimAndEmb,EN-FR(V2),RDGCN,0.9745383867832847,0.99484126984127,0.9550476190476189,3,15K
0,MLP,OnlyEmb,EN-FR(V2),MultiKE,0.9786662831391726,0.985326768993146,0.972095238095238,3,15K
3,MLP,SimAndEmb,EN-FR(V2),MultiKE,0.9776104999034936,0.9908059467918624,0.9647619047619048,3,15K
45,RF,OnlyEmb,EN-FR(V2),MultiKE,0.9801349681589204,0.978182508062986,0.982095238095238,3,15K
48,RF,SimAndEmb,EN-FR(V2),MultiKE,0.9889584627885856,0.9927070338739084,0.9852380952380952,3,15K
0,MLP,OnlyEmb,EN-FR(V2),BootEA,0.9503687462627068,0.9966555183946488,0.9081904761904762,4,15K
3,MLP,SimAndEmb,EN-FR(V2),BootEA,0.964150479468896,0.9967463141840366,0.9336190476190476,4,15K
45,RF,OnlyEmb,EN-FR(V2),BootEA,0.8823623134526528,0.9973586264857726,0.7911428571428571,4,15K
48,RF,SimAndEmb,EN-FR(V2),BootEA,0.9365794401984108,0.9994598682078428,0.8811428571428571,4,15K
0,MLP,OnlyEmb,EN-FR(V2),RDGCN,0.9086817363472696,0.9567186183656275,0.8652380952380953,4,15K
3,MLP,SimAndEmb,EN-FR(V2),RDGCN,0.9415911872705018,0.9688664987405542,0.915809523809524,4,15K
45,RF,OnlyEmb,EN-FR(V2),RDGCN,0.9460166938311848,0.98255873602134,0.912095238095238,4,15K
48,RF,SimAndEmb,EN-FR(V2),RDGCN,0.9723966700744852,0.9946220495966536,0.9511428571428572,4,15K
0,MLP,OnlyEmb,EN-FR(V2),MultiKE,0.9724171071600192,0.9813773035887488,0.9636190476190476,4,15K
3,MLP,SimAndEmb,EN-FR(V2),MultiKE,0.9849468571153752,0.9948508695229769,0.9752380952380952,4,15K
45,RF,OnlyEmb,EN-FR(V2),MultiKE,0.9743175884168052,0.971320397539044,0.9773333333333334,4,15K
48,RF,SimAndEmb,EN-FR(V2),MultiKE,0.9870763928776566,0.9922055427251733,0.982,4,15K
0,MLP,OnlyEmb,EN-FR(V2),BootEA,0.9559654864623623,0.9972067039106144,0.9179999999999999,5,15K
3,MLP,SimAndEmb,EN-FR(V2),BootEA,0.9663473348071728,0.9979705733130392,0.9366666666666666,5,15K
45,RF,OnlyEmb,EN-FR(V2),BootEA,0.9030407343660356,0.9981551942811022,0.8244761904761905,5,15K
48,RF,SimAndEmb,EN-FR(V2),BootEA,0.9490219620791436,0.9995784592686268,0.9033333333333332,5,15K
